s,desired_out
那怪走上前，雙膝跪下，背著手，對三藏叩頭，高叫道：「師父，弟子失迎。早知是師父住在我丈人家，我就來拜接，怎麼又受到許多周折？」,怪:磕頭道:三藏
三藏道：「如此怎生奈何？」,三藏:道:八戒
沙僧氣呼呼跳出水來，見了行者道：「哥哥，這怪物無禮。」,沙僧:道:行者
那院主慌忙跪下道：「老爺，我師父是人；只因那黑大王修成人道，常來寺裏與我師父講經，他傳了我師父些養神服氣之術，故以朋友相稱。」,院主:道:三藏
話表齊天大聖被眾天兵押去斬妖臺下，綁在降妖柱上，刀砍斧剁，鎗刺劍刳，莫想傷及其身。,眾天兵:綁:孫悟空
唐僧聞言，戰戰兢兢，未曾答應，沙僧掣寶杖，八戒舉釘鈀，大聖使鐵棒，一齊上前，把大仙圍住在空中，亂打亂築。,沙僧:亂打:鎮元大仙
眾猴慌忙羅拜道：「大王何為煩惱？」,眾猴:羅拜道:美猴王
那怪聞言就走，被八戒又一釘鈀，未曾打著。,八戒:打:怪物
獃子笑嘻嘻的叫道：「哥哥，我馱你。」,八戒:叫道:行者
奏道：「陛下，貧僧一人，實難到此。貧僧有兩個徒弟，善能逢山開路，遇水疊橋，保貧僧到此。」,三藏:道:國王
那土地又急跑報與城隍、社令，及滿長安各廟神祇，都知是菩薩，參見告道：「菩薩，恕眾神接遲之罪。」,城隍、社令:參見告道:菩薩
三藏道：「他是我的大徒弟孫悟空。」,三藏:道:禪師
八戒笑道：「師兄說話最巧，妖精又有個甚麼過路的。」,八戒:笑道:行者
悟空道：「我今姓孫，法名悟空。」,孫悟空:道:眾猴
即命小妖們取出兵器。,魔王:命:小妖
如來即辭了玉帝眾神，與二尊者出天門之外，又發一個慈悲心，念動真言咒語，將五行山，召一尊土地神祇，會同五方揭諦，居住此山監押。,如來佛祖:辭:玉帝、眾神
行者笑道：「公主啊，為人生在天地之間，怎麼便是得罪？」,行者:笑道:公主
行者道：「你若到水中與他交戰，卻不要戀戰，許敗不許勝，把他引將出來，等老孫下手助你。」,行者:道:八戒
慌得鹿力大仙見有這般手段，即念咒語，教本坊土地神祇：「將人頭扯住，待我贏了和尚，奏了國王，與你把小祠堂蓋作大廟宇，泥塑像改作正金身。」,鹿力大仙:教:本坊土地神祇
那三藏喝退了八戒，急整衣拜了三星。,三藏:喝退:八戒
行者道：「這松林下落得快活，但不知那獃子在那裏受罪哩。」,行者:道:三藏
行者道：「你解了我師父，我還你一棵活樹如何？」,行者:道:鎮元大仙
那獃子正縱雲行處，忽然望見菩薩。,八戒:望見:紅孩兒
菩薩卻與木叉，辭了悟能，半興雲霧前來。,菩薩:辭了:豬悟能
母親道：「你莫管我，我自有素的。」,老嫗:道:伯欽
菩薩即喚惠岸，袖中取出一個紅葫蘆兒，吩咐道：「你可將此葫蘆，同孫悟空到流沙河水面上，只叫『悟淨』，他就出來了。先要引他歸依了唐僧；然後把他那九個骷髏穿在一處，按九宮佈列，卻把這葫蘆安在當中，就是法船一隻，能渡唐僧過流沙河界。」,菩薩:吩咐道:惠岸
三藏下來謝了，方纔上坐。,三藏:謝:老嫗
小龍抵敵不住，飛起刀去，砍那妖怪，妖怪有接刀之法，一隻手接了寶刀，一隻手拋下滿堂紅便打，小龍措手不及，被他把後腿上著了一下。,小龍王:砍:老妖
那怪物架住了鐵棒道：「你是那裏和尚，敢來與我抵敵？」,妖怪:道:木叉
旁邊閃過龍子、龍孫、蝦臣、蟹士、鰣軍師、鱖少卿、鯉太宰，一齊啟奏道：「大王且息怒。常言道：『過耳之言，不可聽信。』大王此去，必有雲從，必有雨助，恐驚了長安黎庶，上天見責。大王隱顯莫測，變化無方，但只變一秀士，到長安城內，訪問一番。果有此輩，容加誅滅不遲；若無此輩，可不是妄害他人也？」,蝦臣:啟奏道:龍王
行者笑道：「獃子，你和誰說哩？」,行者:道:八戒
龍王搖手道：「扛不動！抬不動！須上仙親去看看。」,東海龍王:搖手道:孫悟空
長老道：「悟空說你編謊，我還不信。今果如此，其實該打。——但如今過山少人使喚，悟空，你且饒他，待過了山，再打罷。」,三藏:道:八戒
馬、流道：「看待來耶。」,馬、流:道:行者
行者道：「不敢說。」,孫悟空:道:老僧
李天王見了心驚，即命寫表求助，便差大力鬼王與木叉太子上天啟奏。,李天王:差:大力鬼王、行者
又賜五綵織金袈裟一件，毘盧帽一頂。,唐王:賜:玄奘
行者大驚道：「不好了！不好了！中了他計也！」,行者:大罵道:八戒
祖師道：「乃廣、大、智、慧、真、如、性、海、穎、悟、圓、覺十二字。排到你，正當『悟』字。與你起個法名叫做『孫悟空』，好麼？」,菩提祖師:道:美猴王
見那天羅地網，密密層層，不能前進，因叫道：「把天羅地網的神將聽者：吾乃二郎顯聖真君，蒙玉帝調來，擒拿妖猴者，快開營門放行。」,二郎真君:叫道:各神
大仙道：「把唐三藏、豬八戒、沙和尚都使布裹了！」,鎮元大仙:道:小仙
只得洋叫一聲：「開門！開門！」,行者:叫:女怪
遂把八戒吊在東廊，沙僧吊在西邊，唐僧吊在中間，白馬送在槽上，行李收將進去。,小妖:吊:沙僧
那二聖得了旨，徑到靈山勝境，雷音寶剎之前，對四金剛、八菩薩禮畢，即煩轉送。,王靈官、翊聖真君:禮畢:四金剛、八菩薩
沙僧道：「師父，你還不曉得哩。他見這西方上人家齋僧的多，他肚子又大，他管你？直等他喫飽了纔來哩。」,沙僧:道:三藏
行者道：「你頭邊放的不是？」,行者:道:八戒
伯欽請三藏權用，再另辦飯。,伯欽:請:三藏
話表我佛如來，辭別了玉帝，回至雷音寶剎，但見那三千諸佛、五百阿羅、八大金剛、無邊菩薩，一個個都執著幢幡寶蓋，異寶仙花，擺列在靈山仙境，娑羅雙林之下接迎。,三千諸佛:接迎:如來佛祖
木叉道：「正是，正是。」,木叉:道:菩薩
卻被八戒一鈀，築得九個窟窿鮮血冒，一頭腦髓盡流乾。,八戒:鈀:猛虎
菩薩道：「你這小乘教法，度不得亡者超昇，只可渾俗和光而已，我有大乘佛法三藏，能超亡者昇天，能度難人脫苦，能修無量壽身，能作無來無去。」,菩薩:道:玄奘
那裏面有把門的小妖，開了門出來，問道：「你是何人，敢來擊吾仙洞？」,小妖:問道:孫悟空
三藏大驚，口不能言，聲音哽咽道：「徒弟啊，似這等怎了？」,三藏:哽咽道:行者
行者道：「且休敘濶。唐僧路遇歹人，放火燒他，事在萬分緊急，特來尋你借『辟火罩兒』，救他一救。快些拿來使使，即刻返上。」,孙悟空:道:天王
行者道：「我不是神仙，誰是神仙？」,行者:道:精細鬼、伶俐蟲
說罷，套上衣服，開了門，往外就走；被行者一把扯住，將自己臉上抹了一抹，現出原身。,行者:扯:怪
那太子押著那妖潑，投水中，帥領海兵，徑轉西洋大海不題。,摩昂:押:鼉怪
大聖見了，笑嘻嘻的，將金箍棒掣起，高叫道：「你是何方小將，輒敢大膽到此挑戰？」,孫悟空:高叫道:二郎真君
悟空道：「在何處？你引我去。」,孫悟空:道:東海龍王
行者道：「是甚寶貝？」,行者:道:精細鬼
八戒急回頭看，不見水晶宮門，一把摸著那皇帝的屍首，慌得他腳軟筋麻，攛出水面，扳著井牆，叫道：「師兄！伸下棒來救我一救！」,八戒:道:行者
大聖道：「我的手段多哩！我有七十二般變化，萬劫不老長生。會駕觔斗雲，一縱十萬八千里。如何坐不得天位？」,孫悟空:道:如來佛祖
妖邪道：「這定是那潑和尚來了。」,怪物:道:小妖
唐僧道：「悟空，你說得幾時方可到？」,三藏:道:行者
行者道：「雷公是我的重孫兒哩！起來，起來，不要怕，我們是東土大唐來的老爺。」,孫悟空:道:和尚
唐僧不信道：「你這個夯貨胡纏！我們走了這向，好人也不曾遇著一個，齋僧的從何而來！」,三藏:道:八戒
小妖道：「面生，面生，不曾相會。」,倚海龍:道:行者
祖師道：「你試飛舉我看。」,菩提祖師:道:孫悟空
悟空道：「靜字門中，是甚正果？」,孫悟空:道:菩提祖師
對眾小猴道：「我乃天差天使，有聖旨在此，請你大王上界。快快報知！」,太白金星:道:小猴
那婦人道：「既然幹得家事，你再去與你師父商量商量看，不尷尬，便招你罷。」,婦人:道:八戒
八戒笑道：「哥啊，你被那妖精說著了，果然不達時務。古人云：『識得時務者，呼為俊傑。』那妖精不與你親，你強要認親；既與你賭鬭，放出那般無情的火來，又不走，還要與他戀戰哩！」,八戒:笑道:行者
伯欽的娘子道：「太保，我今夜夢見公公來家，說他在陰司苦難難脫，日久不得超生。今幸得聖僧念了經卷，消了他的罪業，閻王差人送他上中華富地，長者人家托生去，教我們好生謝那長老，不得怠慢他。說罷，徑出門，徜徉去了。我們叫他不應，留他不住，醒來卻是一夢。」,媳婦:道:伯欽
唐僧聞言，戰戰兢兢，未曾答應，沙僧掣寶杖，八戒舉釘鈀，大聖使鐵棒，一齊上前，把大仙圍住在空中，亂打亂築。,八戒:亂打:鎮元大仙
沙僧道：「師父，難行！」,沙僧:道:三藏
行者道：「有用處。快快取來！」,行者:道:八戒
八戒調過頭來，把耳朵擺了幾擺，長嘴伸了一伸，嚇得那些人東倒西歪，亂蹡亂跌。,八戒:吓:兩個少年
悟空道：「汝等既登王位，乃靈顯感應之類，為何不知好歹？我老孫修仙了道，與天齊壽，超昇三界之外，跳出五行之中，為何著人拘我？」,孫悟空:道:十代冥王
悟空道：「動門之道，卻又怎麼？」,孫悟空:道:菩提祖師
行者聞言道：「你這廝原來是天蓬水神下界。怪道知我老孫名號。」,行者:道:怪
徵云：「崔玨乃是太上先皇帝駕前之臣，先受茲洲令，後陞禮部侍郎。在日與臣八拜為交，相知甚厚。他如今已死，現在陰司做掌生死文簿的酆都判官，夢中常與臣相會。此去若將此書付與他，他念微臣薄分，必然放陛下回來。管教魂魄還陽世，定取龍顏轉帝都。」,魏徵:云:唐王
那魔見了大驚道：「他葫蘆是那裏來的？怎麼就與我的一般？……縱是一根藤上結的，也有個大小不同，偏正不一，卻怎麼一般無二？」,銀角:大驚道:行者
小妖一齊跪下道：「大王，自家父親，也認不得？」,小妖:道:妖王
那道士坐不穩，一個觔斗，翻將下去，幾乎喪了性命；幸虧大小官員人多救起。,官員:救:虎力大仙
八戒道：「哥啊，我們連日造化低了。這兩日白日裏見鬼！那個化風去的老兒是誰？」,八戒:道:行者
小幸童也不知為何，卻去報與眾僧道：「公公哭到二更時候，還不歇聲。」,小幸童:道:眾僧
多官道：「三駙馬，必定是妖怪來了。」,閣門大使:道:國王
行者道：「天既裝了，不辨時候，怎不黃昏！」,行者:道:精細鬼、伶俐蟲
行者道：「若是天魔，解與玉帝；若是土魔，解與土府。西方的歸佛，東方的歸聖。北方的解與真武，南方的解與火德。是蛟精解與海主，是鬼祟解與閻王。各有地頭方向。我老孫到處里人熟，發一張批文，把他連夜解著飛跑。」,行者:道:樵子
依舊整衣端坐在上道：「小仙領聖水。」,沙僧:道:小道士
行者笑道：「你這個老兒，忒也沒眼色！似那俊刮些兒的，叫做中看不中喫。想我老孫雖小，頗結實，皮裹一團筋哩。」,行者:笑道:老者
妖邪使鎚桿架住道：「你也是半路裏出家的和尚。」,怪物:架住道:沙僧
老君道：「你這瓶是個磁器，准打著他便好，如打不著他的頭，或撞著他的鐵棒，卻不打碎了？你且莫動手，等我老君助他一功。」,太上老君:道:菩薩
三藏欠身道：「你莫是魍魎妖魅，神怪邪魔，至夜深時，來此戲我？我卻不是貪慾貪嗔之類。我本是個光明正大之僧，奉東土大唐旨意，上西天拜佛求經者。我手下有三個徒弟，都是降龍伏虎之英豪，掃怪除魔之壯士。他若見了你，碎屍粉骨，化作微塵。此是我大慈悲之意，方便之心。你趁早兒潛身遠遁，莫上我的禪門來。」,三藏:欠身道:皇帝
王傳旨意，教他去金亭館裏，頭頂一對南瓜，袖帶黃錢，口噙藥物。,唐王:教:劉全
三藏道：「感得太保天恩，搭救出虎狼叢裏，就是餓死，也強如喂虎。」,三藏:道:伯欽
相良道：「就死也是不敢受的。」,相良:道:尉遲公
那陳清道：「有！有！有！」,老者:道:行者
小和尚見了丞相與夫人，哭拜在地，就懷中取出一封書來，遞與丞相。,玄奘:遞與:玄奘
行者道：「累煩你老人家與我傳答傳答：我是東土大唐駕下御弟三藏法師的徒弟，齊天大聖孫悟空行者。今有一事，要見菩薩。」,行者:道:道人
