,s,summary,res
394,祖師喝令：「趕出去！他本是個撒詐搗虛之徒，那裏修甚麼道果！」,菩提祖師喝令仙童、美猴王,"菩提祖師喝令孫悟空、美猴王、瓊�蕭瑀、張道捧珠龍女
"
395,真君見他敗走，大步趕上道：「那裏走？趁早歸降，饒你性命！」,二郎真君道孫悟空,"二郎真君大步趕上道四太尉、二將軍、 八戒、沙僧、馬、饒你性命
"
396,那判官不敢怠慢，便到司房裏，捧出五六簿文書並十類簿子，逐一查看。,判官捧出十代冥王,"崔玨捧出五六簿、書並十類鰿子、鱖婆、 八戒、沙僧
"
397,道：「娘，你把那個姊姊配我哩？」,八戒道婦人,"行者道婦人、 八戒、沙僧、酊天府仙吏、鎮元大仙、長老、鯉太子
"
398,遂上前將御手扶起頭來，叫道：「御妹甦醒甦醒。」,唐王扶起頭來、叫道玉英宮主,"遂上前叫道御妖精、紅孩兒、八戒、沙僧、鱖婆、鬼、魅、伶俐蟲
"
399,娘娘聞言道：「這孩兒發風了！做皇帝的是你父王，你問怎的？」,娘娘道太子,"三藏道行者、八戒、沙僧、馬、長老、鯉太子、酧天君、鹿力大仙
"
400,菩薩方墜落祥光，又與他摩頂受戒，教他執了長鎗，跟隨左右。,菩薩教孫悟空,"菩薩教行者、八戒、沙僧、長鎗、齊天府仙吏摩頂玄奘、鱖少年
"
401,行者道：「我近來年老，你母親常勸我作些善事。我想無甚作善，且持些齋戒。」,行者道妖王,"行者道老和尚、八戒、沙僧、馬、齊天府仙吏、酧官、鱖少卿
"
402,還恐他又無禮，索性將四肢扯下，丟在路兩邊，俱粉碎了。,行者扯妖精,"銀角丟砍孫悟空、道三藏、行者、八戒、沙僧、鱖將四肢扯下
"
403,這壁廂八戒見了，急掣九齒鈀攩住。,八戒點狐阿七大王,"壁廂八戒攩住三藏、行者、沙僧、酧、雷公、電母、鈀攔住妖精
"
404,八戒道：「哥啊，我曉得。你賊頭鼠腦的，一定又變作個甚麼東西兒，跟著我聽的。」,八戒道行者,"八戒道行者、沙僧、三藏、馬、鹿力大仙、長老、鯉太八道小道
"
405,早有遊神急降大聖耳邊道：「哪吒太子來助功了。」,日遊神道行者,"遊神急降大聖道孫悟空、三藏、四大天師道土地、李天王、力士、齊天府仙吏
"
406,行者道：「有甚出處？」,行者道土地,"行者道八戒、沙僧、三藏、馬、長老、鯉財童子、佈霧仙吏道鎮元大仙
"
407,——「卻要仔細。」,金角、銀角道巴山虎、倚海龍,"行者道八戒、沙僧、三藏、馬、魏徵丞相、長老君、鹿力大仙
"
408,行者道：「你等既受他節制，常在他洞下，可知他是那裏妖精，叫做甚麼名字？」,行者道眾神,"行者道三藏、八戒、沙僧、雷公、電母、馬、鹿力大仙、铨、長老
"
409,卻說行者素性兇頑，忍不住，上前高叫道：「那老兒，你這們大年紀，全不曉事。我出家人遠來借宿，就把這厭鈍的話虎諕我。十分你家窄狹，沒處睡時，我們在樹底下，好道也坐一夜，不打攪你。」,行者高叫道老者,"行者高叫道太上老君、徒弟，頑秀士、馬、流、奔、巴、螺、鼉龍
"
410,那禪師傳了經文，踏雲光，要上烏巢而去；被三藏又扯住奉告，定要問個西去的路程端的。,三藏扯禪師,"三藏扯住奉告禪師傳了經文、踏雲光、要上烏巢而去，路程端的行者
"
411,正行時，見一個巡海夜叉相撞，看見是孫大聖，急回到水晶宮裏，報知那老龍王。,巡海夜叉看見行者,"巡海夜叉相撞孫悟空、報神看見行者、 八戒、沙僧、馬、阿翁
"
412,三藏道：「多蒙老施主不叱之恩。我一行三眾。」,三藏道老者,"三藏道八戒、沙僧、馬、流、奔、巴、蟹、鱖、鯉太公、酧太宰
"
413,菩薩道：「那條龍，是我親奏玉帝，討他在此，專為求經人做個腳力。你想那東土來的凡馬，怎歷得這萬水千山？怎到得那靈山佛地？須是得這個龍馬，方纔去得。」,菩薩道孫悟空,"菩薩道行者、八戒、沙僧、馬、魚精、鱖婆、鯉龍、張道士、山神
"
414,教：「小的們，把管車的，推出車去！」,紅孩兒教小妖,"國王教小妖、徒弟，福星、道士道行者、 八戒、沙僧、馬、鱖小姐
"
415,他就忍不住怒氣，跳出石崖，雙手舉起金箍棒，高叫道：「我把你這夥賊怪！你偷了我的袈裟，要做甚麼『佛衣會』！趁早兒將來還我！」,孫悟空高叫道黑漢、道人,"孫悟空高叫道三藏、行者、 八戒、沙僧、馬、鱖少卿、鯉太尒
"
416,羊力大仙道：「師兄勿疑。想是我們虔心敬意，在此晝夜誦經，前後申文，又是朝廷名號，斷然驚動天尊。想是三清爺爺聖駕降臨，受用了這些供養。趁今仙從未返，鶴駕在斯，我等可拜告天尊，懇求些聖水金丹，進與陛下，卻不是長生永壽，見我們的功果也？」,羊力大仙道鹿力大仙,"羊力大仙道土地、山神、 八戒、沙僧、馬、阿羅、魚翊菩薩
"
417,孫行者靦面相迎，叫聲「帝君，起手了。」,行者叫帝君,"行者叫聲三藏、八戒、沙僧、雷公、電母、靦面相迎、鱖婆
"
418,虎怪道：「放心！放心！等我去來。」,猛虎道黃風怪,"虎怪道行者、八戒、沙僧、馬、鹿力大仙、齊天府仙吏道國王、倚海龍
"
419,各提花籃，回奏王母，說道：「齊天大聖使術法困住我等，故此來遲。」,七衣仙女問道王母,"太上老君說道行者、八戒、沙僧、齊天王、雷公、電母、鯉太尉、長老
"
420,菩薩道：「悟空，走開些，等我念念金箍兒咒。」,菩薩道菩薩,"菩薩道行者、八戒、沙僧、馬、摩昂、魏徵、長老諸佛祖師
"
421,行者道：「想是在草裏睡著了，說得是夢話？」,行者道八戒,"行者道老和尚、八戒、沙僧、雷公、電母、鱖少卿、長老君、鯉太子
"
422,八戒笑道：「師父問他怎的！豈不知道？必然是『青苗齋』、『平安齋』、『了場齋』罷了。」,八戒笑道老者,"八戒笑道三藏、行者、沙僧、馬、靈神、酧天君、雷公、電母、齊天府仙吏
"
423,行者纔正色上前道：「殿下，化風去的是你生身之父母，見坐位的，是那祈雨之全真。」,行者道太子,"孫悟空道三藏、行者、八戒、沙僧、馬、鹿力大仙、長老、鯿下
"
424,諕得那門內妖邪，急跑去報：「禍事了！」,小妖報鼉龍,"小妖報鱖婦、木叉、善財童子、捧珠龍女道行者、菩薩、揭諦
"
425,行者道：「既如此，且都住了，同候老孫行事。」,行者道天君,"行者道三藏、八戒、沙僧、馬、長老、鎮元大仙、高手、鯉太官
"
426,帝君叫道：「曼倩休亂言，看茶來也。」,帝君叫道東方朔,"帝君叫道行者、八戒、沙僧、曼倩個老黿、鹿力大仙、長老君
"
427,好行者，見他認了真實；又念咒語，驚動太子，把旗捲起，卻早見日光正午。,行者驚動哪吒,"行者念咒語三藏、八戒、沙僧、驚動太子、長老、鯉太�童子、佈霧郎
"
428,那裏面有把門的小妖，開了門出來，問道：「你是何人，敢來擊吾仙洞？」,小妖問道孫悟空,"小妖問道老妖、導猴王、 八戒、沙僧、馬、鱖少卿、鯉太宰
"
429,急翻身爬不起來，被七聖一擁按住，即將繩索綑綁，使勾刀穿了琵琶骨，再不能變化。,七聖按住、綑綁孫悟空,"行者刀穿猛虎、倚海龍按住紅孩兒、雷公、電母、齊天府仙吏
"
430,老魔聽說，暴躁如雷道：「罷了！罷了！這就是孫行者假妝神仙騙哄去了！那猴頭神通廣大，處處人熟，不知那個毛神，放他出來，騙去寶貝！」,金角暴躁如雷道精細鬼、伶俐蟲,"金角道行者、八戒、沙僧、馬、鱖少卿、鯛處、騙個動奎、動將軍
"
431,菩薩道：「你有甚麼兵器？」,菩薩道太上老君,"菩薩道行者、八戒、沙僧、馬、魅、長老、鯉財童子、佈霧郎
"
432,八戒道：「此處路生，摸門不著，卻那裏藏他？」,八戒道行者,"八戒道三藏、行者、沙僧、馬、長老、鯉財童子、佈霧郎君、ro母、尉道士
"
433,老僧道：「看的不長久。我今年二百七十歲，空掙了幾百件袈裟。怎麼得有他這一件？怎麼得做個唐僧？」,老僧道小和尚,"老僧道三藏、行者、八戒、悟淨、馬、長老、酧天君、鯉天府仙吏
"
434,行者道：「若無鬆箍兒咒，你還帶我去走走罷。」,行者道三藏,"行者道三藏、八戒、沙僧、馬、鄧天君、雷公、電母、長老君禮道老妖
"
435,悟空將金冠、金甲、雲履都穿戴停當，使動如意棒，一路打出去，對眾龍道：「聒噪！聒噪！」,孫悟空道四海龍王,"孫悟空道二郎真君、徐茂功、巴山大神、木叉行者、善財童子、捧珠龍女
"
436,行者道：「不還馬時看棍！只打殺你，償了我馬的性命便罷！」,孫悟空道龍,"行者道三藏、八戒、沙僧、雷公、電母、鹿力大仙、齊天府仙吏
"
437,行者道：「兄弟，你不知道。我頂上戴的這個箍兒，是觀音菩薩賜與我師父的；師父哄我戴了，就如生根的一般，莫想拿得下來；——叫做緊箍兒咒，又叫做緊箍兒經。他『舊話兒經』，即此是也。但若念動，我就頭疼，故有這個法兒難我。師父，你莫念，我決不負你，管情大家一齊出去。」,行者道八戒,"孫悟空道八戒、沙僧、三藏、摩昂、音菩薩、酧天師、雷公、電母
"
438,行者道：「師父休要胡思亂想，只要定性存神，自然無事。」,行者道三藏,"行者道三藏、八戒、沙僧、馬、長老、鎮元大仙、鯉財童子、明月
"
439,此榜行至海州地方，有一人，姓陳名萼，表字光蕊，見了此榜，即時回家，對母張氏道：「朝廷頒下黃榜，詔開南省，考取賢才，孩兒意欲前去應試。倘得一官半職，顯親揚名，封妻蔭子，光耀門閭，乃兒之志也。特此稟告母親前去。」,光蕊道張氏,"光蕊道張氏道李定道菩薩、木叉、善財童子、捧珠龍女道孫悟空
"
440,八戒道：「好乖兒子！正是這等說！仔細看鈀！」,八戒道怪物,"八戒道行者、沙僧、三藏、馬、鹿力大仙、長老、鯉太子、 道和尚
"
441,如來領眾神之託曰：「今欲立名，可作個『安天大會』。」,如來佛祖曰眾神,"如來佛祖領眾神、徒弟，曰黑魚秀士、鱖小姐、 八戒、沙僧
"
442,行者道：「快著！快著！莫要調嘴，害了大事！」,孙悟空 道天王,"行者道三藏、八戒、沙僧、馬、長老、鹿力大仙、鯿大神、阿府仙吏
"
443,叫小妖：「快安排酒來，且與你二大王奉一個得功的杯兒。」,金角叫小妖,"精細鬼、伶俐蟲磕頭配孫悟空、鱖婆、長老道行者、鄧天君、雷小妖
"
444,行者道：「怎見他狠毒？」,行者道樵子,"行者道八戒、沙僧、三藏、馬、鹿力大仙、長老、鯿星、酧天君、明月
"
445,哪吒道：「自混沌初分，以輕清為天，重濁為地。天是一團清氣而扶托瑤天宮闕，以理論之，其實難裝；但只孫行者保唐僧西去取經，誠所謂泰山之福緣，海深之善慶，今日當助他成功。」,哪吒道玉帝,"哪吒道行者、八戒、沙僧、馬、魏徵、蕭瑀、張道源腳大仙
"
446,樵子道：「你說是老實，便怎敢說把他遞解起身？」,樵子道行者,"樵子道三藏、行者、 八戒、沙僧、馬、鱖少卿、鯉太宰、長老君
"
447,八戒道：「我看你怎麼出去。」,八戒道行者,"八戒道行者、沙僧、三藏、馬、鄧天君、雷公、電母、鯉太子、長老
"
448,船上人道：「我不是渡船，如何渡人？」,船上人道沙僧,"船上人道行者、八戒、沙僧、三藏、馬、魏徵、鹿力大仙、長老君
"
449,行者道：「沒甚區處，還須八戒下水。」,行者道三藏,"行者道八戒、沙僧、三藏、鹿力大仙、長老、鄧天君、雷公、電母、鯉太子
"
450,行者道：「怎麼樣賭？」,行者道精細鬼、伶俐蟲,"行者道三藏、八戒、沙僧、麼童、醊天府仙吏、鯉太子、雷公、電母
"
451,唐僧聞言，戰戰兢兢，未曾答應，沙僧掣寶杖，八戒舉釘鈀，大聖使鐵棒，一齊上前，把大仙圍住在空中，亂打亂築。,沙僧亂打鎮元大仙,"三藏打亂打唐僧、 孫悟淨、玉帝、敬德丞相、徐茂功、護國八戒
"
452,八戒聞言道：「真個有這樣事？」,八戒道小龍王,"八戒道行者、沙僧、三藏、馬、鹿力大仙、長老、鯉头道揭諦神真君
"
453,行者笑道：「這道士說大話諕人。我老孫五百年前大鬧天宮時，在那太上老君門首，也不曾見有此話說。」,行者笑道三藏、 八戒、沙僧,"孫悟空笑道三藏、行者、 八戒、沙僧、諸天宮時、在在、倚海龍
"
454,行者歡喜道：「菩薩，載得我了。」,行者歡喜道菩薩,"行者歡喜道菩薩、蕭瑀、張道士、齊天府仙吏、醧天君、鱖將軍
"
455,遂滿斟一爵，奉與八戒道：「長老，這杯酒，聊引奉勞之意；待捉得妖魔，救回小女，自有大宴相酬，千金重謝。」,國王道八戒,"道八戒道沙僧、三藏、行者、長老、兩個勾死人、鹿力大仙、鯛臣、鱖婆
"
456,祖師道：「你雖然像人，卻比人少腮。」,菩提祖師道孫悟空,"菩提祖師道孫悟空、美猴王、翊蕭瑀、張道士、齊天府仙吏
"
457,行者道：「我如今一觔斗雲，撞入南天門裏，不進斗牛宮，不入靈霄殿，徑到那三十三天之上，離恨天宮兜率院內，見太上老君，把他『九轉還魂丹』求得一粒來，管取救活他也。」,行者道三藏,"行者道三藏、八戒、沙僧、馬、靈神、霄殿、酧天師、鿊天府仙吏
"
458,行者笑道：「這個獃子！我就打了大門，還有個辨處。像你強佔人家女子，又沒個三媒六證，又無些茶紅酒禮，該問個真犯斬罪哩！」,行者笑道怪,"行者笑道三藏、八戒、沙僧、馬、酒禮、鍧、流、奔、巴、鿊諸神
"
459,行者道：「老高，你去叫你女兒一聲，看他可在裏面。」,行者道太公,"行者道太上老君、徒弟，徒守山大神、土地、善財童子、力士、齊天府仙吏
"
460,菩薩道：「那個水不許犯五行之器，須用玉瓢舀出，扶起樹來，從頭澆下，自然根皮相合，葉長芽生，枝青果出。」,菩薩道行者,"菩薩道行者、八戒、沙僧、馬、魅、長、頭、阿翊蕊、鯉、張道士
"
461,行者道：「造化！造化！一則是他的冤仇未報，二來該我們成功。兄弟快把他馱了去。」,行者道八戒,"行者道八戒、沙僧、三藏、馬、鱖少年、酧天君、鯉太子、長老君
"
462,三藏道：「徒弟，我這一夢，不是思鄉之夢。纔然合眼，見一陣狂風過處，禪房門外有一朝皇帝，自言是烏雞國王。渾身水濕，滿眼垂淚。」,三藏道行者,"三藏道行者、八戒、沙僧、馬、陀角、鄉帝、醉神、阿秀士、鯉天君
"
